Prospect Name,RSS Feed,Data Source,Last Scrape Status,Last Scrape Timestamp,Country,Domain,Status,Existing newsletter?,Person,Date sent,Replied,Comments
Dlahandlu,https://www.dlahandlu.pl/rss/nowoczesny.xml,Discovered-autodiscovery,N/A,,Poland,dlahandlu.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio1d.gr,https://www.radio1d.gr/feed/,Discovered-autodiscovery,N/A,,Greece,radio1d.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
4Media,-,N/A,-,,Poland,4media.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vreancea.24,https://www.vrancea24.ro/feed/,Discovered-autodiscovery,N/A,,Romania,vrancea24.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
7 Media,-,N/A,-,,Romania,7media.ro,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mobilissimo,https://feeds.feedburner.com/mobilissimo-stiri-telefoane,Discovered-autodiscovery,N/A,,Romania,mobilissimo.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio Zenit,-,N/A,-,,Bosnia and Herzegovina,zenit.ba,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Buzzbands.la,https://buzzbands.la/feed,Discovered-pattern,N/A,,United States,buzzbands.la,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
NCZAS.com,-,N/A,-,,Poland,nczas.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio Nova Gradiška (98.1Mhz),https://radiong.hr/feed/,Discovered-autodiscovery,N/A,,Croatia,radiong.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sheridan Media,https://sheridanmedia.com/feed/,Discovered-autodiscovery,N/A,,United States,sheridanmedia.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Yo Free Samples,https://yofreesamples.com/feed/,Discovered-autodiscovery,N/A,,United States,yofreesamples.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Cruise Industry News,-,N/A,-,,United States,cruiseindustrynews.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gadgetreport.ro,https://gadgetreport.ro/feed/,Discovered-autodiscovery,N/A,,Romania,gadgetreport.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Eurasia Review,-,N/A,-,,United States,eurasiareview.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Fox Chattanooga,https://foxchattanooga.com/.rss,Discovered-pattern,N/A,,United States,foxchattanooga.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Kutyabarát,-,N/A,-,,Hungary,kutyabarat.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Express Elblag,-,N/A,-,,Poland,expresselblag.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Naxos Press,https://naxospress.gr/feed/,Discovered-autodiscovery,N/A,,Greece,naxospress.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
It's Possible,https://www.itspossible.gr/feed/,Discovered-autodiscovery,N/A,,Greece,itspossible.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
iporta.gr,https://iporta.gr/feed/,Discovered-autodiscovery,N/A,,Greece,iporta.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ZiarMM.ro,https://ziarmaramures.ro/feed/,Discovered-autodiscovery,N/A,,Romania,ziarmm.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
2Eylül Gazetesi,https://2eylul.com.tr/rss,Discovered-pattern,N/A,,Turkey,2eylul.com.tr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
abnews.ro,https://www.abnews.ro/feed/,Discovered-autodiscovery,N/A,,Romania,abnews.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
CyberDefence24,https://cyberdefence24.pl/feed,Discovered-pattern,N/A,,Poland,cyberdefence24.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
RTV Doboj,https://rtvdoboj.org/feed/,Discovered-autodiscovery,N/A,,Bosnia and Herzegovina,rtvdoboj.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mondo,-,N/A,-,,Bosnia and Herzegovina,mondo.ba,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Cloud Academy,-,N/A,-,,United States,cloudacademy.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Fagersta-Posten,https://www.fagersta-posten.se/feeds/feed.xml,Discovered-autodiscovery,N/A,,Sweden,fagersta-posten.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Xanthinea,https://www.xanthinea.gr/feed,Discovered-autodiscovery,N/A,,Greece,xanthinea.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Youthopia SG,-,N/A,-,,Singapore,youthopia.sg,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Schooltime.gr,-,N/A,-,,Greece,schooltime.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Ocala-News.com,https://www.ocala-news.com/feed/,Discovered-autodiscovery,N/A,,United States,ocala-news.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Kurier Kolejowy,-,N/A,-,,Poland,kurier-kolejowy.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rynek Lotniczy,https://www.rynek-lotniczy.pl/rss/rss.xml,Discovered-autodiscovery,N/A,,Poland,rynek-lotniczy.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Valentina VNB,https://valentinavnb.ro/feed/,Discovered-autodiscovery,N/A,,Romania,valentinavnb.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Green Agenda,https://greenagenda.gr/feed/,Discovered-autodiscovery,N/A,,Greece,greenagenda.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
New York Family,https://newyorkfamily.com/feed,Discovered-pattern,N/A,,United States,newyorkfamily.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Esküvő Classic Magazin,https://eskuvoclassic.hu/feed/,Discovered-autodiscovery,N/A,,Hungary,eskuvoclassic.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Jacana Media,https://jacana.co.za/feed/,Discovered-autodiscovery,N/A,,South Africa,jacana.co.za,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hit Channel,https://hit-channel.com/feed/,Discovered-autodiscovery,N/A,,Greece,hit-channel.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Philebrity,https://philebrity.com/blog/rss.xml,Discovered-pattern,N/A,,United States,philebrity.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mesagerul Hunedorean,https://www.mesagerulhunedorean.ro/feed/,Discovered-autodiscovery,N/A,,Romania,mesagerulhunedorean.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Springfield Business Journal,-,N/A,-,,United States,sbj.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sport Cyclades,https://www.sportcyclades.gr/feed/,Discovered-autodiscovery,N/A,,Greece,sportcyclades.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rochdale Online,-,N/A,-,,United Kingdom,rochdaleonline.co.uk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
WIBX,https://wibx950.com/feed/,Discovered-autodiscovery,N/A,,United States,wibx950.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Muralist,https://muralist.hr/feed/,Discovered-autodiscovery,N/A,,Croatia,muralist.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Megeia,https://megeia.gr/rss/,Discovered-pattern,N/A,,Greece,megeia.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
SEEcult,-,N/A,-,,Bosnia and Herzegovina,seecult.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Curierul National,https://curierulnational.ro/feed/,Discovered-autodiscovery,N/A,,Romania,curierulnational.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Moto Magazine Greece,https://www.motomag.gr/rss.xml,Discovered-autodiscovery,N/A,,Greece,motomag.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
TVMneamţ.ro,https://tvmneamt.ro/feed/,Discovered-autodiscovery,N/A,,Romania,tvmneamt.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Suwalki24.pl,http://suwalki24.pl/rss,Discovered-sitemap,N/A,,Poland,suwalki24.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Poslovne Novine,-,N/A,-,,Bosnia and Herzegovina,poslovnenovine.ba,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
TokyoHive,-,N/A,-,,United States,tokyohive.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GIZGUIDE,https://www.gizguide.com/feeds/posts/default,Discovered-autodiscovery,N/A,,Philippines,gizguide.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Cronica Romana,https://cronicaromana.net/feed/,Discovered-autodiscovery,N/A,,Romania,cronicaromana.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dagens Arena,https://www.dagensarena.se/feed/,Discovered-autodiscovery,N/A,,Sweden,dagensarena.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Utdanningsnytt,-,N/A,-,,Norway,utdanningsnytt.no,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Intrigi,https://intrigi.bg/feed/,Discovered-autodiscovery,N/A,,Bulgaria,intrigi.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Jobs Agent,https://jobsagents.com/rss.aspx?type=latestjobs,Discovered-autodiscovery,N/A,,Bulgaria,jobsagents.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The News of Lesvos,https://nealesvou.gr/feed/,Discovered-autodiscovery,N/A,,Greece,nealesvou.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
VimaOnline.gr,https://www.vimaonline.gr/feed/,Discovered-autodiscovery,N/A,,Greece,vimaonline.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Kalohírek,-,N/A,-,,Hungary,kalohirek.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Medieval Archives,https://medievalarchives.com/feed,Discovered-pattern,N/A,,United Kingdom,medievalarchives.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Boswell Media,https://www.boswellmedia.net/feed/,Discovered-autodiscovery,N/A,,United States,boswellmedia.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Two Sisters Writing and Publishing,https://twosisterswriting.com/feed/,Discovered-autodiscovery,N/A,,United States,twosisterswriting.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio BK,https://radiobk.ba/feed/,Discovered-autodiscovery,N/A,,Bosnia and Herzegovina,radiobk.ba,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Koncert.hu,https://www.koncert.hu/rss/hirek,Discovered-autodiscovery,N/A,,Hungary,koncert.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
HamletHub,-,N/A,-,,United States,hamlethub.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
VelocityNews,https://www.velocitynews.co.nz/feed/,Discovered-autodiscovery,N/A,,New Zealand,velocitynews.co.nz,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vimmerby Tidning,https://vimmerbytidning.se/rss,Discovered-pattern,N/A,,Sweden,vimmerbytidning.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
iPress.hr,https://ipress.hr/?format=feed&type=rss,Discovered-autodiscovery,N/A,,Croatia,ipress.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
MAK Center for Art and Architecture,-,N/A,-,,United States,makcenter.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Miles to Memories,https://milestomemories.com/feed/,Discovered-autodiscovery,N/A,,United States,milestomemories.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Jurnal De Craiova,https://jurnaldecraiova.ro/feed/,Discovered-autodiscovery,N/A,,Romania,jurnaldecraiova.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Vaken.se,https://www.vaken.se/feed/,Discovered-autodiscovery,N/A,,Sweden,vaken.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Промоции без край,https://www.proomo.info/feeds/posts/default,Discovered-autodiscovery,N/A,,Bulgaria,proomo.info,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Financial Intelligence,https://financialintelligence.ro/feed/,Discovered-autodiscovery,N/A,,Romania,financialintelligence.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mojobreak,-,N/A,-,,United States,mojobreak.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Louder Than War,-,N/A,-,,United Kingdom,louderthanwar.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
MyGoNews,-,N/A,-,,Taiwan,mygonews.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio Fx Net,https://radiofxnet.ro/feed/,Discovered-autodiscovery,N/A,,Romania,radiofxnet.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Grad Sarajevo,-,N/A,-,,Bosnia and Herzegovina,sarajevo.ba,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FotbollDirekt,https://fotbolldirekt.se/feed/,Discovered-autodiscovery,N/A,,Sweden,fotbolldirekt.se,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Wccftech,-,N/A,-,,United States,wccftech.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gazeta de Bistrita,https://gazetadebistrita.ro/feed/,Discovered-autodiscovery,N/A,,Romania,gazetadebistrita.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
RadioInfo.com.au,-,N/A,-,,Australia,radioinfo.com.au,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
RynekInfrastruktury.pl,https://www.rynekinfrastruktury.pl/rss/rss.xml,Discovered-autodiscovery,N/A,,Poland,rynekinfrastruktury.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Ennis News,https://www.ennisdailynews.com/rss.xml,Discovered-autodiscovery,N/A,,United States,ennisdailynews.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Flag Polgári Magazin,https://flagmagazin.hu/rss,Discovered-pattern,N/A,,Hungary,flagmagazin.hu,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PORT.hu,-,N/A,-,,Hungary,port.hu,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Now24,https://now24.gr/feed/,Discovered-autodiscovery,N/A,,Greece,now24.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
AutoStrada.MD,https://autoblog.md/feed/,Discovered-autodiscovery,N/A,,Romania,autoblog.md,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Transilvania Business,https://www.transilvaniabusiness.ro/feed/,Discovered-autodiscovery,N/A,,Romania,transilvaniabusiness.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Oldhouses.com,-,N/A,-,,United States,oldhouses.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Livnovine,-,N/A,-,,Bosnia and Herzegovina,livnovine.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rigzone,-,N/A,-,,United States,rigzone.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
e-stargard.pl,https://e-stargard.pl/rss/posts/index,Discovered-autodiscovery,N/A,,Poland,e-stargard.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Gastronomy Tours,https://gastronomytours.com/feed/,Discovered-autodiscovery,N/A,,Greece,gastronomytours.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tripawds,https://tripawds.com/feed/,Discovered-autodiscovery,N/A,,United States,tripawds.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Radio Targujiu,https://www.radiotargujiu.ro/feed/,Discovered-autodiscovery,N/A,,Romania,radiotargujiu.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Elblag.net,-,N/A,-,,Poland,elblag.net,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Work Enter,-,N/A,-,,Greece,workenter.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Top Shelf Productions,https://feeds.feedburner.com/topshelf/news,Discovered-autodiscovery,N/A,,United States,topshelfcomix.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Equnews.nl,-,N/A,-,,Netherlands,equnews.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Federalist Papers,https://tfppwire.com/feed/,Discovered-autodiscovery,N/A,,United States,thefederalistpapers.org,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Het Kontakt,-,N/A,-,,Netherlands,hetkontakt.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Susanvillestuff.com,https://susanvillestuff.com/feed/,Discovered-autodiscovery,N/A,,United States,susanvillestuff.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Rethinking The Future,-,N/A,-,,India,re-thinkingthefuture.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sivil Sayfalar,-,N/A,-,,Turkey,sivilsayfalar.org,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Mom Among Chaos,https://www.momamongchaos.com/feeds/posts/default,Discovered-autodiscovery,N/A,,United States,momamongchaos.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Germiston City News,-,N/A,-,,South Africa,germistoncitynews.co.za,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
October Gallery,https://octobergallery.com/feed/,Discovered-autodiscovery,N/A,,United States,octobergallery.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sin Comillas,-,N/A,-,,United States,sincomillas.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PolitikYol,-,N/A,-,,Turkey,politikyol.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PTWP Group,-,N/A,-,,Poland,ptwp.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Insider NJ,-,N/A,-,,United States,insidernj.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
thespro.gr,https://www.thespro.gr/feeds/posts/default,Discovered-autodiscovery,N/A,,Greece,thespro.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
My Baba,https://www.mybaba.com/feed/,Discovered-autodiscovery,N/A,,United Kingdom,mybaba.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
OilPrice.com,https://oilprice.com/rss.xml,Discovered-pattern,N/A,,United States,oilprice.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
El Sol Latino Newspaper,https://elsolnewsmedia.com/feed/,Discovered-autodiscovery,N/A,,United States,elsolnewsmedia.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Car and Driver Greece,https://www.caranddriver.gr/rss8.asp?catid=41523&subid=20120,Discovered-autodiscovery,N/A,,Greece,caranddriver.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
FanGraphs,-,N/A,-,,United States,fangraphs.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Verkkouutiset,https://www.verkkouutiset.fi/feed/,Discovered-autodiscovery,N/A,,Finland,verkkouutiset.fi,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Polityka Zdrowotna,-,N/A,-,,Poland,politykazdrowotna.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
EnergyPress.net,https://www.energypress.net/feed/,Discovered-autodiscovery,N/A,,Croatia,energypress.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Lynn Lyons,https://www.lynnlyons.com/feed/,Discovered-autodiscovery,N/A,,United States,lynnlyons.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Saur Energy News,https://www.saurenergy.com/rss,Discovered-autodiscovery,N/A,,Bangladesh,saurenergy.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Bursamuhalif,-,N/A,-,,Turkey,bursamuhalif.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Voorne Putten,-,N/A,-,,Netherlands,voorne-putten.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Midrand Reporter,-,N/A,-,,South Africa,midrandreporter.co.za,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Crisana,https://crisana.ro/rss,Discovered-pattern,N/A,,Romania,crisana.ro,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Urbanize Media,-,N/A,-,,United States,urbanize.la,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
League Publications,https://www.totalrl.com/feed/,Discovered-autodiscovery,N/A,,United Kingdom,totalrl.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Glitch N Dealz,https://yeswecoupon.com/feed/,Discovered-autodiscovery,N/A,,United States,glitchndealz.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Forza Italia,https://italians.gr/feed/,Discovered-autodiscovery,N/A,,Greece,italians.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Glas Podravine i Prigorja,https://glaspodravine.hr/feed/,Discovered-autodiscovery,N/A,,Croatia,glaspodravine.hr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
GetRealPhilippines.COM,https://www.getrealphilippines.com/feed/,Discovered-autodiscovery,N/A,,Philippines,getrealphilippines.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
InVeria.gr,https://www.inveria.gr/feeds/posts/default,Discovered-autodiscovery,N/A,,Greece,inveria.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Big Country News,-,N/A,-,,United States,bigcountrynewsconnection.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
100%NL Magazine,https://100pmagazine.nl/feed,Discovered-pattern,N/A,,Netherlands,100pmagazine.nl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ExtraMediaUK,-,N/A,-,,United Kingdom,extramedia1.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Verianet.gr,https://verianet.gr/feed/,Discovered-autodiscovery,N/A,,Greece,verianet.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Akhisar Gözde Haber,https://www.akhisargozde.com/rss.xml,Discovered-autodiscovery,N/A,,Turkey,akhisargozde.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
KFDI News,https://www.kfdi.com/feed/,Discovered-autodiscovery,N/A,,United States,kfdi.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Hebban.nl,-,N/A,-,,Netherlands,hebban.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Listen Money Matters,-,N/A,-,,United States,listenmoneymatters.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Meloman,https://www.sled5.bg/feed/,Discovered-autodiscovery,N/A,,Bulgaria,meloman.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Discogs,-,N/A,-,,United States,discogs.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Kanal Frederikshavn,-,N/A,-,,Denmark,kanalfrederikshavn.dk,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Downtown Holiday Market,-,N/A,-,,United States,downtownholidaymarket.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Luxe Wed,https://www.luxewed.asia/feed/,Discovered-autodiscovery,N/A,,Taiwan,luxewed.asia,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Equitours,-,N/A,-,,United States,equitours.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
ILaks,https://ilaks.no/feed/,Discovered-autodiscovery,N/A,,Norway,ilaks.no,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Dom Idealny,-,N/A,-,,Poland,livingroom24.pl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Art Haber,https://www.arthaber.net/rss,Discovered-autodiscovery,N/A,,Turkey,arthaber.net,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
RideApart,-,N/A,-,,United States,rideapart.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Breaking Travel News,-,N/A,-,,United States,breakingtravelnews.com,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Up in the Sky,https://www.upinthesky.nl/feed/,Discovered-autodiscovery,N/A,,Netherlands,upinthesky.nl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Sandzak Danas,-,N/A,-,,Serbia,sandzakdanas.rs,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Poskok online,-,N/A,-,,Croatia,poskok.info,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Freelance Bulgaria,https://freelance.bg/freelance-projects-bg.xml,Discovered-autodiscovery,N/A,,Bulgaria,freelance.bg,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Penniless Parenting,https://pennilessparenting.com/feed,Discovered-autodiscovery,N/A,,United States,pennilessparenting.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
The Franklin News-Post,http://thefranklinnewspost.com/search/?f=rss&t=article&l=50&s=start_time&sd=desc&k%5B%5D=%23topstory,Discovered-autodiscovery,N/A,,United States,thefranklinnewspost.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
IoanninaBars.gr,https://ioanninabars.gr/feed/,Discovered-autodiscovery,N/A,,Greece,ioanninabars.gr,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Tygodnik Idziemy,http://idziemy.pl/rss.php,Discovered-pattern,N/A,,Poland,idziemy.pl,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
News Update Times,https://newsupdatetimes.com/feed/,Discovered-autodiscovery,N/A,,Pakistan,newsupdatetimes.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
PowWows.com,https://powwowlife.libsyn.com/rss,Discovered-autodiscovery,N/A,,United States,powwows.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Fitness Motivation Hellas,-,N/A,-,,Greece,fmh.gr,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Utrechtfans,-,N/A,-,,Netherlands,utrechtfans.nl,,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
Your Next Shoes,https://www.yournextshoes.com/feed/,Discovered-autodiscovery,N/A,,United States,yournextshoes.com,To Do,TRUE,,,FALSE,Has existing newsletter - not searched for RSS yet
